date	student_id	languages	best_language	app_experience	tech_experience
8/28/2020 10:31:46	345234134	Python, Javascript, Kotlin	Javascript	Web Front-End Applications (Javascript), Web Back-End Applications, Mobile Applications	Basic Object-Oriented Programming (Classes, Inheritance, etc.), Web Design (HTML+CSS), Command line (Linux terminal, Mac OSX terminal, PowerShell, etc.), Version Control (Git, SVN, Mercurial, etc.)
8/28/2020 10:36:56	345413123	JAVA, Python, Javascript, C	Python	Command line scripts, Desktop GUI applications, Web Front-End Applications (Javascript), Mobile Applications, Database Driven Applications, Maths/Statistics/Data Science Coding	Basic Object-Oriented Programming (Classes, Inheritance, etc.), Advanced Object-Oriented Programming (Design Patterns, Refactoring, etc.), Unified Modeling Langauge (UML Diagrams: Activity, Use Case, Class, Sequence, etc.), Web Design (HTML+CSS), Database Design (Entity-Relationship Diagrams, 3rd Normal Form, etc.), Regular Expressions (e.g: /\b[A-Z0-9._%+-]+@[A-Z0-9.-]+\.[A-Z]{2,4}\b/ ), Command line (Linux terminal, Mac OSX terminal, PowerShell, etc.), Version Control (Git, SVN, Mercurial, etc.), Containerization – Docker, Kubernetes, etc.
8/28/2020 10:45:23	546243234	Javascript, Python	Python	Web Back-End Applications, Server-side Applications (other than Web back-end), IoT Software	Basic Object-Oriented Programming (Classes, Inheritance, etc.), Web Design (HTML+CSS), Regular Expressions (e.g: /\b[A-Z0-9._%+-]+@[A-Z0-9.-]+\.[A-Z]{2,4}\b/ ), Cloud Platforms (Heroku, Google App Engine, Amazon EC2/Beanstalk, IBM BlueMix, etc.)
8/28/2020 11:12:21	623213345	Python,PHP, Java	Python, PHP	Command line scripts, Web Back-End Applications, Some backend APIs, A well-designed data pipeline for DMP(data management platform) Service	Basic Object-Oriented Programming (Classes, Inheritance, etc.), Advanced Object-Oriented Programming (Design Patterns, Refactoring, etc.), Web Design (HTML+CSS), Database Design (Entity-Relationship Diagrams, 3rd Normal Form, etc.), Regular Expressions (e.g: /\b[A-Z0-9._%+-]+@[A-Z0-9.-]+\.[A-Z]{2,4}\b/ ), Automated Software Tests (Unit Tests, TDD, BDD, etc.), Command line (Linux terminal, Mac OSX terminal, PowerShell, etc.), Version Control (Git, SVN, Mercurial, etc.), Cloud Platforms (Heroku, Google App Engine, Amazon EC2/Beanstalk, IBM BlueMix, etc.), Containerization – Docker, Kubernetes, etc.
8/28/2020 11:43:39	464234315	Python, R, html, SQL	python 	Maths/Statistics/Data Science Coding	Web Design (HTML+CSS), Database Design (Entity-Relationship Diagrams, 3rd Normal Form, etc.)
8/28/2020 13:27:59	646454233	Java, Python, C	Java, Python	Command line scripts, Mobile Applications, IoT Software	Basic Object-Oriented Programming (Classes, Inheritance, etc.), Command line (Linux terminal, Mac OSX terminal, PowerShell, etc.), Version Control (Git, SVN, Mercurial, etc.), Cloud Platforms (Heroku, Google App Engine, Amazon EC2/Beanstalk, IBM BlueMix, etc.)
8/28/2020 20:36:29	343245454	Java, C, Python, Javascript, R, PHP, HTML	Python, PHP	Command line scripts, Web Front-End Applications (Javascript), Web Back-End Applications, Mobile Applications, Maths/Statistics/Data Science Coding	Basic Object-Oriented Programming (Classes, Inheritance, etc.), Unified Modeling Langauge (UML Diagrams: Activity, Use Case, Class, Sequence, etc.), Web Design (HTML+CSS), Database Design (Entity-Relationship Diagrams, 3rd Normal Form, etc.), Regular Expressions (e.g: /\b[A-Z0-9._%+-]+@[A-Z0-9.-]+\.[A-Z]{2,4}\b/ ), Command line (Linux terminal, Mac OSX terminal, PowerShell, etc.), Version Control (Git, SVN, Mercurial, etc.), Cloud Platforms (Heroku, Google App Engine, Amazon EC2/Beanstalk, IBM BlueMix, etc.)
8/28/2020 21:35:56	767534432	Java, PHP, C#, Python, Go, Node, Javascript, HTML, CSS	Python, Go, Node, Javascript, HTML, CSS	Command line scripts, Desktop GUI applications, Web Front-End Applications (Javascript), Web Back-End Applications, Server-side Applications (other than Web back-end), Mobile Applications, IoT Software, Database Driven Applications, Maths/Statistics/Data Science Coding, Firmware (including Raspberry Pi, etc.)	Basic Object-Oriented Programming (Classes, Inheritance, etc.), Advanced Object-Oriented Programming (Design Patterns, Refactoring, etc.), Unified Modeling Langauge (UML Diagrams: Activity, Use Case, Class, Sequence, etc.), Web Design (HTML+CSS), Database Design (Entity-Relationship Diagrams, 3rd Normal Form, etc.), Regular Expressions (e.g: /\b[A-Z0-9._%+-]+@[A-Z0-9.-]+\.[A-Z]{2,4}\b/ ), Automated Software Tests (Unit Tests, TDD, BDD, etc.), Command line (Linux terminal, Mac OSX terminal, PowerShell, etc.), Version Control (Git, SVN, Mercurial, etc.), Cloud Platforms (Heroku, Google App Engine, Amazon EC2/Beanstalk, IBM BlueMix, etc.), Containerization – Docker, Kubernetes, etc.
8/29/2020 0:55:13	754123235	C/C++, Python, Java, C#, html, php, Javascript	C/C++, Python	Command line scripts, Desktop GUI applications, Web Front-End Applications (Javascript), Web Back-End Applications, Maths/Statistics/Data Science Coding, Firmware (including Raspberry Pi, etc.)	Basic Object-Oriented Programming (Classes, Inheritance, etc.), Advanced Object-Oriented Programming (Design Patterns, Refactoring, etc.), Web Design (HTML+CSS), Regular Expressions (e.g: /\b[A-Z0-9._%+-]+@[A-Z0-9.-]+\.[A-Z]{2,4}\b/ ), Command line (Linux terminal, Mac OSX terminal, PowerShell, etc.), Version Control (Git, SVN, Mercurial, etc.)
8/30/2020 21:05:38	456423121	C/C++, Java , Javascript (es6+), Python(familiar)	Javascript, Python	Web Back-End Applications, Server-side Applications (other than Web back-end), Maths/Statistics/Data Science Coding	Basic Object-Oriented Programming (Classes, Inheritance, etc.), Advanced Object-Oriented Programming (Design Patterns, Refactoring, etc.), Web Design (HTML+CSS), Database Design (Entity-Relationship Diagrams, 3rd Normal Form, etc.), Regular Expressions (e.g: /\b[A-Z0-9._%+-]+@[A-Z0-9.-]+\.[A-Z]{2,4}\b/ ), Automated Software Tests (Unit Tests, TDD, BDD, etc.), Command line (Linux terminal, Mac OSX terminal, PowerShell, etc.), Version Control (Git, SVN, Mercurial, etc.), Cloud Platforms (Heroku, Google App Engine, Amazon EC2/Beanstalk, IBM BlueMix, etc.), Containerization – Docker, Kubernetes, etc.
